last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Larsen,Rick,0,0,0,Rick Larsen,1965-06-15,M,rep,WA,2.0,0,Democrat,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,0,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675.0,N00009759,0,H0WA02080,86610.0,400232,56231.0,Rick Larsen,0,20145.0,Rick Larsen
Larson,John,B.,0,0,John B. Larson,1948-07-22,M,rep,CT,1.0,0,Democrat,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,0,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583.0,N00000575,0,H8CT01046,36596.0,400233,17188.0,John B. Larson,0,29908.0,John B. Larson
Latta,Robert,E.,0,0,Robert E. Latta,1956-04-18,M,rep,OH,5.0,0,Republican,https://latta.house.gov,2467 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,0,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885.0,N00012233,0,H8OH05036,1028071.0,412256,9926.0,Robert E. Latta,0,20755.0,Bob Latta
Leahy,Patrick,J.,0,0,Patrick J. Leahy,1940-03-31,M,sen,VT,0,3.0,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383.0,N00009918,S057,S4VT00017,1552.0,300065,53353.0,Patrick Leahy,0,14307.0,Patrick Leahy
Lee,Barbara,0,0,0,Barbara Lee,1946-07-16,F,rep,CA,13.0,0,Democrat,https://lee.house.gov,2470 Rayburn House Office Building Washington DC 20515-0513,202-225-2661,0,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501.0,N00008046,0,H8CA09060,54579.0,400237,8315.0,Barbara Lee (California),0,29778.0,Barbara Lee
Lee,Mike,0,0,0,Mike Lee,1971-06-04,M,sen,UT,0,3.0,Republican,https://www.lee.senate.gov,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080.0,N00031696,S346,S0UT00165,9267977.0,412495,66395.0,Mike Lee,0,41110.0,Mike Lee (American politician)
Lofgren,Zoe,0,0,0,Zoe Lofgren,1947-12-21,F,rep,CA,19.0,0,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0519,202-225-3072,0,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701.0,N00007479,0,H4CA16049,36520.0,400245,21899.0,Zoe Lofgren,0,29504.0,Zoe Lofgren
Long,Billy,0,0,0,Billy Long,1955-08-11,M,rep,MO,7.0,0,Republican,https://long.house.gov,2454 Rayburn House Office Building Washington DC 20515-2507,202-225-6536,0,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033.0,N00030676,0,H0MO07113,61880.0,412445,123401.0,Billy Long,0,21150.0,Billy Long
Lucas,Frank,D.,0,0,Frank D. Lucas,1960-01-06,M,rep,OK,3.0,0,Republican,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,0,http://lucas.house.gov/rss.xml,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,711.0,N00005559,0,H4OK06056,35692.0,400247,27032.0,Frank D. Lucas,0,29393.0,Frank Lucas (Oklahoma politician)
Luetkemeyer,Blaine,0,0,0,Blaine Luetkemeyer,1952-05-07,M,rep,MO,3.0,0,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building Washington DC 20515-2503,202-225-2956,0,http://luetkemeyer.house.gov/news/rss.aspx,RepBlaine,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931.0,N00030026,0,H8MO09153,1031348.0,412292,20400.0,Blaine Luetkemeyer,0,20926.0,Blaine Luetkemeyer
Luján,Ben,Ray,0,0,Ben Ray Luján,1972-06-07,M,sen,NM,0,2.0,Democrat,https://www.lujan.senate.gov,498 Russell Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov/contact/,0,SenatorLujan,0,0,0,L000570,1939.0,N00029562,S409,"H8NM03196,S0NM00058",1031351.0,412293,102842.0,Ben Ray Luján,0,20932.0,Ben Ray Luján
Lynch,Stephen,F.,0,0,Stephen F. Lynch,1955-03-31,M,rep,MA,8.0,0,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,0,http://lynch.house.gov/rss.xml,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,1686.0,N00013855,0,"H2MA09072,S0MA00083",1000222.0,400249,4844.0,Stephen Lynch,0,20119.0,Stephen F. Lynch
Maloney,Carolyn,B.,0,0,Carolyn B. Maloney,1946-02-19,F,rep,NY,12.0,0,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building Washington DC 20515-3212,202-225-7944,0,http://maloney.house.gov/rss.xml,RepMaloney,RepCarolynMaloney,carolynbmaloney,0,M000087,729.0,N00000078,0,H2NY14037,26162.0,400251,26978.0,Carolyn B. Maloney,0,29379.0,Carolyn Maloney
Markey,Edward,J.,0,Ed,Edward J. Markey,1946-07-11,M,sen,MA,0,2.0,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,0,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,735.0,N00000270,S369,"H6MA07101,S4MA00028",260.0,400253,26900.0,Ed Markey,0,14435.0,Ed Markey
Matsui,Doris,O.,0,0,Doris O. Matsui,1944-09-25,F,rep,CA,6.0,0,Democrat,https://matsui.house.gov,2311 Rayburn House Office Building Washington DC 20515-0506,202-225-7163,0,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,1814.0,N00027459,0,H6CA05195,26602.0,400663,28593.0,Doris Matsui,0,20538.0,Doris Matsui
McCarthy,Kevin,0,0,0,Kevin McCarthy,1965-01-26,M,rep,CA,23.0,0,Republican,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building Washington DC 20515-0523,202-225-2915,0,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,1833.0,N00028152,0,H6CA22125,85231.0,412190,28918.0,Kevin McCarthy (California),0,20703.0,Kevin McCarthy (California politician)
McCaul,Michael,T.,0,0,Michael T. McCaul,1962-01-14,M,rep,TX,10.0,0,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,0,0,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,1804.0,N00026460,0,H4TX10093,1013056.0,400654,49210.0,Michael McCaul,0,20530.0,Michael McCaul
McClintock,Tom,0,0,0,Tom McClintock,1956-07-10,M,rep,CA,4.0,0,Republican,https://mcclintock.house.gov,2312 Rayburn House Office Building Washington DC 20515-0504,202-225-2511,0,http://mcclintock.house.gov/atom.xml,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908.0,N00006863,0,"H8CA04152,H6CA21135",30359.0,412295,9715.0,Tom McClintock,0,20903.0,Tom McClintock
McCollum,Betty,Louise,0,0,Betty McCollum,1954-07-12,F,rep,MN,4.0,0,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,0,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653.0,N00012942,0,H0MN04049,86670.0,400259,3812.0,Betty McCollum,0,20122.0,Betty McCollum
McGovern,James,P.,0,Jim,James P. McGovern,1959-11-20,M,rep,MA,2.0,0,Democrat,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,0,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504.0,N00000179,0,H4MA03022,45976.0,400263,552.0,Jim McGovern (Massachusetts),0,29729.0,Jim McGovern (American politician)
McHenry,Patrick,T.,0,0,Patrick T. McHenry,1975-10-22,M,rep,NC,10.0,0,Republican,https://mchenry.house.gov,2004 Rayburn House Office Building Washington DC 20515-3310,202-225-2576,0,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792.0,N00026627,0,H4NC10047,1007062.0,400644,21031.0,Patrick T. McHenry,0,20522.0,Patrick McHenry
McKinley,David,B.,0,0,David B. McKinley,1947-03-28,M,rep,WV,1.0,0,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building Washington DC 20515-4801,202-225-4172,0,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,2074.0,N00031681,0,H0WV01072,9269013.0,412487,117396.0,David McKinley,0,21188.0,David McKinley
Rodgers,Cathy,McMorris,0,0,Cathy McMorris Rodgers,1969-05-22,F,rep,WA,5.0,0,Republican,https://mcmorris.house.gov,1035 Longworth House Office Building Washington DC 20515-4705,202-225-2006,0,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809.0,N00026314,0,H4WA05077,1013063.0,400659,3217.0,Cathy McMorris Rodgers,0,20535.0,Cathy McMorris Rodgers
McNerney,Jerry,0,0,0,Jerry McNerney,1951-06-18,M,rep,CA,9.0,0,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building Washington DC 20515-0509,202-225-1947,0,http://mcnerney.house.gov/rss.xml,RepMcNerney,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,1832.0,N00026926,0,H4CA11081,1021667.0,412189,29474.0,Jerry McNerney,0,20702.0,Jerry McNerney
Meeks,Gregory,W.,0,0,Gregory W. Meeks,1953-09-25,M,rep,NY,5.0,0,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,0,http://meeks.house.gov/rss.xml,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,1506.0,N00001171,0,H8NY06048,53469.0,400271,4360.0,Gregory Meeks,0,29776.0,Gregory Meeks
Moore,Gwen,0,0,0,Gwen Moore,1951-04-18,F,rep,WI,4.0,0,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,0,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811.0,N00026914,0,H4WI04183,42548.0,400661,3457.0,Gwen Moore,0,20537.0,Gwen Moore
Moran,Jerry,0,0,0,Jerry Moran,1954-05-29,M,sen,KS,0,3.0,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507.0,N00005282,S347,"H6KS01096,S0KS00091",45469.0,400284,542.0,Jerry Moran,0,29722.0,Jerry Moran
Murkowski,Lisa,A.,0,0,Lisa Murkowski,1957-05-22,F,sen,AK,0,3.0,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694.0,N00026050,S288,S4AK00099,1004138.0,300075,15841.0,Lisa Murkowski,0,40300.0,Lisa Murkowski
Murphy,Christopher,S.,0,0,Christopher Murphy,1973-08-03,M,sen,CT,0,1.0,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,https://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,senmurphyoffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837.0,N00027566,S364,"H6CT05124,S2CT00132",1021270.0,412194,17189.0,Christopher S. Murphy,0,20707.0,Chris Murphy
Murray,Patty,0,0,0,Patty Murray,1950-10-11,F,sen,WA,0,3.0,Democrat,https://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,202-224-2621,https://www.murray.senate.gov/write-to-patty/,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,0,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409.0,N00007876,S229,S2WA00189,25277.0,300076,53358.0,Patty Murray,0,49308.0,Patty Murray
Nadler,Jerrold,L.,0,0,Jerrold Nadler,1947-06-13,M,rep,NY,10.0,0,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building Washington DC 20515-3210,202-225-5635,0,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850.0,N00000939,0,H2NY17071,26159.0,400289,26980.0,Jerrold Nadler,0,29377.0,Jerry Nadler
Napolitano,Grace,F.,0,0,Grace F. Napolitano,1936-12-04,F,rep,CA,32.0,0,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building Washington DC 20515-0532,202-225-5256,0,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602.0,N00006789,0,H8CA34068,57873.0,400290,8393.0,Grace Napolitano,0,29903.0,Grace Napolitano
Neal,Richard,E.,0,0,Richard E. Neal,1949-02-14,M,rep,MA,1.0,0,Democrat,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,0,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854.0,N00000153,0,H8MA02041,6103.0,400291,26895.0,Richard Neal,0,15616.0,Richard Neal
Norton,Eleanor,Holmes,0,0,Eleanor Holmes Norton,1937-06-13,F,rep,DC,0.0,0,Democrat,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,0,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868.0,N00001692,0,H0DC00058,882.0,400295,775.0,0,0,0,Eleanor Holmes Norton
Palazzo,Steven,M.,0,0,Steven M. Palazzo,1970-02-21,M,rep,MS,4.0,0,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building Washington DC 20515-2404,202-225-5772,0,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035.0,N00031958,0,H0MS04120,61886.0,412443,69521.0,Steven Palazzo,0,21148.0,Steven Palazzo
Pallone,Frank,J.,Jr.,0,"Frank Pallone, Jr.",1951-10-30,M,rep,NJ,6.0,0,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,0,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887.0,N00000781,0,"H8NJ03073,S6NJ00263",6107.0,400308,26951.0,Frank Pallone,0,15454.0,Frank Pallone
Pascrell,Bill,J.,Jr.,0,"Bill Pascrell, Jr.",1937-01-25,M,rep,NJ,9.0,0,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building Washington DC 20515-3009,202-225-5751,0,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510.0,N00000751,0,H6NJ08118,45543.0,400309,478.0,Bill Pascrell,0,29741.0,Bill Pascrell
Paul,Rand,0,0,0,Rand Paul,1963-01-07,M,sen,KY,0,3.0,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,http://paul.senate.gov/rss/?p=news,RandPaul,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082.0,N00030836,S348,S0KY00156,9265241.0,412492,117285.0,Rand Paul,0,41104.0,Rand Paul
Pelosi,Nancy,0,0,0,Nancy Pelosi,1940-03-26,F,rep,CA,12.0,0,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,0,http://pelosi.house.gov/atom.xml,SpeakerPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905.0,N00007360,0,H8CA05035,6153.0,400314,26732.0,Nancy Pelosi,0,15448.0,Nancy Pelosi
Perlmutter,Ed,0,0,0,Ed Perlmutter,1953-05-01,M,rep,CO,7.0,0,Democrat,https://perlmutter.house.gov,1226 Longworth House Office Building Washington DC 20515-0607,202-225-2645,0,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835.0,N00027510,0,H6CO07023,1021382.0,412192,2653.0,Ed Perlmutter,0,20705.0,Ed Perlmutter
Peters,Gary,C.,0,0,Gary C. Peters,1958-12-01,M,sen,MI,0,2.0,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,0,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929.0,N00029277,S380,"H8MI09068,S4MI00355",50199.0,412305,8749.0,Gary Peters,0,20923.0,Gary Peters
Pingree,Chellie,0,0,0,Chellie Pingree,1955-04-02,F,rep,ME,1.0,0,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,0,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927.0,N00013817,0,"H8ME01120,S0ME00038",1002167.0,412307,6586.0,Chellie Pingree,0,20920.0,Chellie Pingree
Portman,Robert,J.,0,Rob,Rob Portman,1955-12-19,M,sen,OH,0,3.0,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924.0,N00003682,S349,"S0OH00133,H4OH02032",31819.0,400325,27008.0,Rob Portman,0,29386.0,Rob Portman
Posey,Bill,0,0,0,Bill Posey,1947-12-18,M,rep,FL,8.0,0,Republican,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,0,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915.0,N00029662,0,H8FL15107,88959.0,412309,24280.0,Bill Posey,0,20909.0,Bill Posey
Price,David,E.,0,0,David E. Price,1940-08-17,M,rep,NC,4.0,0,Democrat,https://price.house.gov,2108 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,0,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930.0,N00002260,0,H6NC04037,6748.0,400326,119.0,David Price,0,15438.0,David Price (American politician)
Quigley,Mike,0,0,0,Mike Quigley,1958-10-17,M,rep,IL,5.0,0,Democrat,https://quigley.house.gov,2078 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,0,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967.0,N00030581,0,H0IL05096,9263344.0,412331,83310.0,Michael Quigley,0,20954.0,Mike Quigley (politician)
Reed,Tom,W.,0,0,Tom Reed,1971-11-18,M,rep,NY,23.0,0,Republican,https://reed.house.gov,1203 Longworth House Office Building Washington DC 20515-3223,202-225-3161,0,http://reed.house.gov/rss.xml,TomReedNY23,RepTomReed,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982.0,N00030949,0,H0NY29054,623468.0,412393,127046.0,Tom Reed (New York),0,21101.0,Tom Reed (politician)
Rogers,Harold,0,0,Hal,Harold Rogers,1937-12-31,M,rep,KY,5.0,0,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,0,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977.0,N00003473,0,H0KY05015,6739.0,400340,26875.0,Harold Rogers,0,14854.0,Hal Rogers
Rogers,Mike,0,0,0,Mike Rogers,1958-07-16,M,rep,AL,3.0,0,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,0,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704.0,N00024759,0,H2AL03032,1014740.0,400341,5705.0,Mike Rogers (Alabama),0,20301.0,Mike Rogers (Alabama politician)
Roybal-Allard,Lucille,0,0,0,Lucille Roybal-Allard,1941-06-12,F,rep,CA,40.0,0,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,0,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997.0,N00006671,0,H2CA33048,26136.0,400347,26766.0,Lucille Roybal-Allard,0,29317.0,Lucille Roybal-Allard
Rubio,Marco,0,0,0,Marco Rubio,1971-05-28,M,sen,FL,0,3.0,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,https://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084.0,N00030612,S350,S0FL00338,87599.0,412491,1601.0,Marco Rubio,0,41102.0,Marco Rubio
Ruppersberger,C.,A. Dutch,0,0,C. A. Dutch Ruppersberger,1946-01-31,M,rep,MD,2.0,0,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,0,http://dutch.house.gov/atom.xml,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728.0,N00025482,0,H2MD02160,49155.0,400349,36130.0,Dutch Ruppersberger,0,20329.0,Dutch Ruppersberger
Rush,Bobby,L.,0,0,Bobby L. Rush,1946-11-23,M,rep,IL,1.0,0,Democrat,https://rush.house.gov,2188 Rayburn House Office Building Washington DC 20515-1301,202-225-4372,0,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003.0,N00004887,0,H2IL01042,26127.0,400350,26831.0,Bobby Rush,0,29346.0,Bobby Rush
Ryan,Tim,J.,0,0,Tim Ryan,1973-07-16,M,rep,OH,13.0,0,Democrat,https://timryan.house.gov,1126 Longworth House Office Building Washington DC 20515-3513,202-225-5261,0,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756.0,N00025280,0,H2OH17109,1003608.0,400352,45638.0,Tim Ryan (Ohio),0,20343.0,Tim Ryan (Ohio politician)
Sablan,Gregorio,Kilili Camacho,0,0,Gregorio Kilili Camacho Sablan,1955-01-19,M,rep,MP,0.0,0,Democrat,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,0,http://sablan.house.gov/rss.xml,Kilili_Sablan,153423912663,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962.0,N00030418,0,H8MP00041,1031366.0,412312,110903.0,0,0,0,Gregorio Sablan
Sarbanes,John,P.,0,0,John P. Sarbanes,1962-05-22,M,rep,MD,3.0,0,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,0,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,1854.0,N00027751,0,H6MD03292,1022884.0,412212,66575.0,John Sarbanes,0,20724.0,John Sarbanes
Scalise,Steve,Joseph,0,0,Steve Scalise,1965-10-06,M,rep,LA,1.0,0,Republican,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,0,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892.0,N00009660,0,H0LA01087,1015311.0,412261,9026.0,Steve Scalise,0,20759.0,Steve Scalise
Schakowsky,Janice,D.,0,Jan,Janice D. Schakowsky,1944-05-26,F,rep,IL,9.0,0,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,0,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588.0,N00004724,0,H8IL09067,57874.0,400360,6387.0,Jan Schakowsky,0,29911.0,Jan Schakowsky
